Category,Price,ImageUrl,Address,Description,Detail Url
Commerciale seulement,43 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC0D71F5DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"4490, Rue Saint-Denis, local 3, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Dernière unité restante dans ce nouveau développement incroyable au coin de St Denis et Mont-Royal. Unité de coin, à quelques pas de la station de métro Mont-Royal. Excellente visibilité et trafic constant. Plafonds très hauts. Tout nouveau bâtiment pour le commerce de détail ou un restaurant. Possibilité d'entreposage au sous-sol moyennant des frais supplémentaires. Quai de chargement à l'arrière de l'immeuble, idéal pour les livraisons. *Loyer supplémentaire estimé d'environ 13$/pied carré pour 2022.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/16733103?view=Summary
Commerciale et bureaux,20 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC113F65DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"111, Rue Chabanel Ouest, local 633, Montréal (Ahuntsic-Cartierville), Quartier Ahuntsic Ouest","Magnifique espace commercial au coeur de la rue Chabanel , entourée de divers commerces locaux et à l'échelle internationale. L'espace offre de la lumière abondante à longueur de journée, des hauts plafonds ainsi que la possibilité de subdiviser par rapport aux besoins de votre entreprise. L'immeuble est équipée de quais de chargements accessibles aux locataires avec ascenseurs. Possibilité de rénover l'espace à votre goût avec la participation du propriétaire pour certains éléments qui seront à discuter.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/28648771?view=Summary
,175 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE83ACBDDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"297S, Rue du Shannon, Montréal (Le Sud-Ouest), Quartier Griffintown",Espace de stationnement disponible le bâtiment Lowney 10. uniquement pour les résidents des phases Lowney 8-11,https://www.centris.ca/fr/terrain~a-louer~montreal-le-sud-ouest/10959588?view=Summary
Commerciale seulement,2 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6792EDDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"1329, Avenue du Mont-Royal Est, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal","Bienvenue au 1329, avenue du Mont-Royal Parfait petit magasin avec une belle devanture avec une visibilité devant beaucoup de circulation dans la rue. Cette avenue est située au coeur du quartier Plateau-Mont-Royal, l'un des quartiers les plus créatifs au Canada. Un quartier animé toute l'année avec des librairies, des magasins de disques vinyles, des épiceries fines, des cafés, des fromageries, des boulangeries, des magasins de meubles, des bijouteries, des vêtements et des restaurants.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/16917589?view=Summary
Bureaux seulement,25 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC0D99E6DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"1800 - 1812, Rue Sainte-Catherine Est, local B, Montréal (Ville-Marie), Quartier Centre",Local de 3100 à 6200 pi² à louer. Disponible immédiatement au coeur du Village de Ville-Marie. Parfait pour service de professionnel. Récemment rénové. Second espace similaire disponible à l'étage inférieur Coeur du Village Renové en 2019 Accessibilité optimale,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/18405076?view=Summary
Commerciale seulement,21 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCCC8EB2DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"5095, Rue Jean-Talon Est, local 2003, Montréal (Saint-Léonard)","Local commercial de 5 414 pieds carrés disponible à la location situé au 2e étage dans un immeuble de catégorie ""A"". Espace avec belle fenestration, facilement accessible depuis l'ascenseur, déjà aménagé avec une cuisine, salle de conférences, une réception et 13 bureaux.",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-saint-leonard/9068308?view=Summary
Commerciale seulement,20 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEA346DDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"301, Rue Caisse, local CC-209, Montréal (Verdun/Île-des-Soeurs), Quartier Verdun","Local commercial dans la station de Métro Lasalle. Achalandage de la station est approximativement de 3 000 000 usagers en 2019, dont les usagers qui entrent et qui sortent de la station.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-verdun-ile-des-soeurs/12064490?view=Summary
149 pc,250 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D25EA0A5DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"1239-S39, Rue Drummond, Montréal (Ville-Marie), Quartier Mille Carré Doré",Stationnement intérieur # 39.,https://www.centris.ca/fr/terrain~a-louer~montreal-ville-marie/25374182?view=Summary
Commerciale et bureaux,2 000 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAC3237DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"5975, boulevard Monk, Montréal (Le Sud-Ouest), Quartier Saint-Paul/Émard",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/24476119?view=Summary
Commerciale et bureaux,"22,86 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D2288E62DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"6660, boulevard Décarie, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/26353904?view=Summary
Commerciale et bureaux,16 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2958C8FDDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"8000, boulevard Décarie, local 402, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Quartier Côte-des-Neiges","Le loyer débutera à 16,00$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. Taxes foncières (est. 2021) 8,23$ / pi. ca. et Frais d'opérations (2021) 4,97$ / pi. ca. et électricité 2,80$/pi.ca.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-cote-des-neiges-notre-dame-de-grace/19627860?view=Summary
Commerciale et bureaux,22 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D2A89588DDDDDDDDDD4&t=pi&w=320&h=240&sm=c,"6066, Rue Jean-Talon Est, local RDC, Montréal (Saint-Léonard)","3 espaces commerciaux au RDC du 6066 Jean Talon Est. RDC-1 (coin): 5850 pi. ca. RDC-2: 3895 pi.ca.; RDC-3: 2700 pi. ca. Taux de location brut : 22,00$ / pi. ca. par année. Ce qui inclus le taux de location net et le loyer additionnel. Consommation d'électricité et utilités des espaces sont exclus et payé par le locataire (compteur séparé)",https://www.centris.ca/fr/batisse-commerciale~a-louer~montreal-saint-leonard/15622748?view=Summary
Commerciale seulement,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE5D8DFDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"5757, Rue Sherbrooke Est, Montréal (Mercier/Hochelaga-Maisonneuve), Quartier Mercier",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-mercier-hochelaga-maisonneuve/26518680?view=Summary
,225 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEAA2ABDDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"1450PAR, boulevard René-Lévesque Ouest, Montréal (Ville-Marie), Quartier Mille Carré Doré",,https://www.centris.ca/fr/terrain~a-louer~montreal-ville-marie/23707014?view=Summary
Commerciale et bureaux,20 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCACE875DDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"2555, Rue des Nations, Montréal (Saint-Laurent), Quartier Nouveau Saint-Laurent/Bois-Franc",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-laurent/26695321?view=Summary
Bureaux seulement,"15,50 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D256959BDDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"400, Rue Norman, Montréal (Lachine), Quartier Saint-Pierre","Disponible à la location espace de bureau ayant 1 930 pieds carrés au 2e étage de l'immeuble, situé à Lachine. Entièrement rénové et aménagé au goût du jour. Tous les bureaux sont grands et fenêtrés avec une grande salle de conférence pour accueillir 12 personnes et une autre pour 8. Salle de bain complète avec douche et stationnement disponible.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-lachine/16955248?view=Summary
Bureaux seulement,2 950 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCC4841BDDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"9513, boulevard Gouin Ouest, local 200, Montréal (Pierrefonds-Roxboro), Quartier Pierrefonds/Est","Vivez votre luxe en 2022! Espaces à bureaux de prestige au Centre Profesionnel Pierrefonds, un immeuble situé au coeur des activités économiques du secteur. Possibilité d'affichage extérieur.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-pierrefonds-roxboro/26088158?view=Summary
Bureaux seulement,"18,95 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D25DB58BDDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"215, Rue Saint-Jacques, local 800, Montréal (Ville-Marie), Quartier Vieux-Montréal","LOCALISATION AAA! OPPORTUNITÉ! À moins de 170 mètres de la station de métro Place-d'Armes, la suite 800 occupe tout le 8e étage du prestigieux édifice Dominion Express qui en impose avec son vaste hall d'entrée et ses détails architecturaux à peu près impossibles à reproduire de nos jours. Situé au coeur du Vieux-Montréal et de la Cité Internationale, à 2 pas du Palais des Congrès, Palais de Justice, du Centre du Commerce Mondial et Square Victoria. Une allocation de 25$ ou + le pi.ca. est incluse pour vos améliorations locatives et modifications (durée du bail et certaines conditions s'appliquent). Demandez les plans!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/15277677?view=Summary
Commerciale et résidentielle,50 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC11C450DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"4677, Rue Notre-Dame Ouest, Montréal (Le Sud-Ouest), Quartier Saint-Henri/Petite Bourgogne","Incroyable opportunité de vente au détail à côté de plusieurs des commerces les plus fréquentés : Arthurs Nosh Bar, Tuck Shop, Tran, Adamo, Cordova, Lloydies etc. Façade avec de grandes fenêtres pour une visibilité optimale et une reconnaissance de la marque. Trafic piétonnier et automobile constant à proximité du coin de rue. Climatisation murale installée. Loyer additionnel d'environ 6,27$/pied carré.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/14299635?view=Summary
Commerciale et bureaux,"13,06 $",https://mspublic.centris.ca/media.ashx?id=ADDD250D297D6D6DDDDDDDDDD0&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 1210, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 13,06$ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. TEL QUEL. Opex & taxes foncières (est. 2021) 15,94$/pi.ca.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/11465696?view=Summary
Commerciale seulement,1 890 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA67F5FDDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"5815, boulevard Monk, Montréal (Le Sud-Ouest), Quartier Saint-Paul/Émard","Incroyable opportunité de louer un espace commercial nouvellement construit, de 1500 pieds carrées (brut) sur une rue passante achalandée avec une excellente visibilité!. Situé à quelques pas de la station de métro Monk, du centre-ville de Montréal, de l'autoroute 20 et de la rue St Patrick",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/22022912?view=Summary
Commerciale seulement,18 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA3A193DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"5872, boulevard Léger, local 12, Montréal (Montréal-Nord)",Local commercial de 2557 pieds carrés situé dans un centre commercial sur le boulevard Léger à Montréal-Nord. Très bonne visibilité. Prix: 3 835.50$ / mois incluant tous les frais d'opération.,https://www.centris.ca/fr/local-commercial~a-louer~montreal-montreal-nord/26891648?view=Summary
Commerciale et bureaux,28 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCA6D4F6DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"3954, Rue Saint-Denis, Montréal (Le Plateau-Mont-Royal), Quartier Le Plateau-Mont-Royal",Espace commercial d'exception dans un immeuble historique avec exceptionnelle façade de pierre de style Victorien avec toit mansardé et couronnements. 3083 pc sur un étage avec 43 pi de façade sur St-Denis. Possibilité de faire deux commerces. Jusqu'à 4 stationnements disponibles à l'arrière. Visibilité inégalable dans un quartier remarquable!,https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-plateau-mont-royal/16264380?view=Summary
Commerciale et bureaux,27 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEE2670DDDDDDDDDDB&t=pi&w=320&h=240&sm=c,"1951, boulevard De Maisonneuve Est, local 2, Montréal (Ville-Marie), Quartier Centre","Situé au pied du pont Jacques Cartier dans la partie est du Village, les grands projets à proximité comprennent le Quartier des Lumières et le projet de la Brasserie Molson avec plus de 7 400 unités résidentielles combinées. 1,370 pieds carrés à faire votre propre. À quelques pas du métro Papineau ainsi que de la pharmacie Brunet, de l'épicerie Metro, de la SQDC, de Proxim et plus encore.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/16412812?view=Summary
Commerciale et bureaux,500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEF9307DDDDDDDDDDE&t=pi&w=320&h=240&sm=c,"235, boulevard Crémazie Ouest, local 211, Montréal (Ahuntsic-Cartierville), Quartier Ahuntsic Ouest","Immeuble commercial à 3 étages Cette immeuble industriel multi-locataires est situé sur le boulevard Crémazie avec une grande visibilité de l'autoroute Métropolitaine compteurs d`hydro automne, Entièrement climatisé Près des transports en commun (autobus 52, 100 et 135) À 13 minutes du métro Crémazie, station de bus a 1 minutes. à 1 minute de l'autoroute 40 et autoroute 15.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ahuntsic-cartierville/26476809?view=Summary
Commerciale et résidentielle,3 500 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCE55630DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"6574, boulevard Monk, Montréal (Le Sud-Ouest), Quartier Saint-Paul/Émard","Environ 1850 pc d'espace commercial situé à Le Sud-Ouest, près de la station Monk et de tous les services, idéal pour le commerce de choix, ne manquez pas l'occasion!",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/22873898?view=Summary
Commerciale seulement,2 600 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCCD4816DDDDDDDDDD2&t=pi&w=320&h=240&sm=c,"1344, Avenue Van Horne, Montréal (Outremont)",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-outremont/19368353?view=Summary
,250 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCEEC91ADDDDDDDDDDA&t=pi&w=320&h=240&sm=c,"1050S, Rue Drummond, Montréal (Ville-Marie), Quartier Centre Ouest",1 Garage intérieur à louer; Le locataire doit être propriétaire d'un condominium dans l'immeuble pour pouvoir le louer.,https://www.centris.ca/fr/terrain~a-louer~montreal-ville-marie/23606996?view=Summary
Commerciale et bureaux,20 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DC284ED3DDDDDDDDDDC&t=pi&w=320&h=240&sm=c,"5094, Rue Jean-Talon Est, Montréal (Saint-Léonard)","À Louer: 7245 rue Michelet SOUS CONSTRUCTION 3020 pieds carrés pour 20$/année/pc + TPS/TVQ. Rez-de-chaussée 1415pc, sous-sol 1605pc. Rénovation pour combler les besoins du locataire.Le projet est situé stratégiquement dans un secteur recherchés de Montréal à Saint-Léonard. Entourés de commerces et section résidentiel c'est positionné de minutes à pieds de banques, boutiques, bureaux, épiceries, restaurants, cliniques, maisons et multiplex. Bail long terme seulement***",https://www.centris.ca/fr/local-commercial~a-louer~montreal-saint-leonard/12814857?view=Summary
Commerciale et bureaux,16 $,https://mspublic.centris.ca/media.ashx?id=ADDD250D298E0BBDDDDDDDDDDF&t=pi&w=320&h=240&sm=c,"507, Place d'Armes, local 1600, Montréal (Ville-Marie), Quartier Vieux-Montréal","Le loyer débutera à 16,00 $ pc + tps/tvq, 1ère année & sera sujet à des augmentations annuelles. Opex & taxes foncières (est. 2021) 15,94 $/pi.ca. Électricité et chauffage et climatisation inclus et entretien ménager. Accès à l'immeuble disponible 24 heures sur 24 7 jours sur 7. Gardien de sécurité 24 heures par jour.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/25065351?view=Summary
Commerciale seulement,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCCC03F7DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"1411 - 1417, boulevard Saint-Laurent, Montréal (Ville-Marie), Quartier Centre",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-ville-marie/20229915?view=Summary
Commerciale et bureaux,"20,98 $",https://mspublic.centris.ca/media.ashx?id=ADDD250DCAAC1C6DDDDDDDDDDD&t=pi&w=320&h=240&sm=c,"4901, boulevard Saint-Charles, Montréal (Pierrefonds-Roxboro), Quartier Pierrefonds/Centre Ouest",,https://www.centris.ca/fr/local-commercial~a-louer~montreal-pierrefonds-roxboro/13831554?view=Summary
Commerciale seulement,30 $,https://mspublic.centris.ca/media.ashx?id=ADDD250DCAFB088DDDDDDDDDD1&t=pi&w=320&h=240&sm=c,"1751, Rue Richardson, local R109, Montréal (Le Sud-Ouest), Quartier Pointe-Saint-Charles","Espace commercial clé en main disponible à la location. Anciennement utilisé comme un comptoir de restaurant Poke. A l'intérieur d'un bâtiment à usage multiple qui comprend 800,000 pc d'espace de bureau et 240 unités résidentielles. Excellente opportunité de s'établir dans un marché en pleine expansion. Le loyer supplémentaire de 16,32 $ ppc doit être ajouté au prix demandé.",https://www.centris.ca/fr/local-commercial~a-louer~montreal-le-sud-ouest/11289221?view=Summary
