Title,Content,Ingredients,Recipe Yield,Direction
Hópelyhek Bulgáriából,"Találtam a receptet a neten, tetszett a neve és úgy döntöttem, hogy kipróbálom. Meg is tettem. Margarint használtam, mert szerettem volna, hogy a posta legyen, a többi helyett pedig vajat lehet használni. Nekem nagyon tetszettek, és ünnepkor ismételni fogom őket.","226 g margarin
5 dl cukor
2 csepp vanília aroma
1/4 teáskanál só
240 g liszt
1/4 teáskanál szódabikarbóna
100 g mogyoró
140 g dió
150 g porcukor","1) A margarint kicserélheti vajjal.
2) Csak diót lehet használni.","Keverjük össze a margarint a cukorral. Adjuk hozzá a sót és a vaníliát. Lassan adjuk hozzá a szódabikarbónával kevert lisztet, és minden hozzáadás után jól keverjük el. Adjuk hozzá a darált mogyorót és diót, és keverjük el, amíg jól össze nem keveredik. Egy viszonylag sűrű tésztát fogunk kapni. Tegyük a hűtőbe 45 percre. Egy tálba tegyük a porcukrot, és hagyjuk félre. Vegyük ki a tésztát a hűtőből, és kézzel kis gombócokat formálunk belőle. Helyezzük el őket a sütőpapírral bélelt tepsiben, és hagyjuk megfelelő távolságot köztük. Süssük 180 fokon 12-14 percig, amíg szép barnára sülnek. Vegyük ki a sütőből, és hagyjuk kihűlni 2 percig. A még meleg süteményeket szórjuk meg porcukorral. Hagyjuk teljesen kihűlni, majd szórjuk meg ismét porcukorral. Jó étvágyat!"
"Tökéletes burgonya pörkölt ardei capia szósszal, tuci-ban","Minden jó, de nekem a tejeskávé étkei a kedvenceim... olyan hagyományosan.","500 g krumpli
5-6 fehér hagyma
1 400 g-os konzerv csípős paprika mártás
só
bors
olaj a hagymához pirításhoz","Nan

Nincs","Először is, készítsük elő az alapanyagokat, tisztítsuk meg a krumplik héját, mossuk meg és vágjuk nagyobb kockákra, a hagymát is megtisztítjuk, megmossuk és szeleteljük. Tegyük a serpenyőt a tűzre, melegítsük fel, adjunk hozzá olajat (kb. 100 ml-t), tegyük bele a hagymát, egy kis sót és hagyjuk megpárolódni, majd tegyük bele a krumplit és öntsünk rá annyi vizet, hogy jól ellepje. Tegyünk rá egy fedelet és főzzük lassú tűzön, amíg a krumpli meg nem puhul. Amikor a krumplik megfőttek, adjunk hozzá a római paprika szószt, ízesítsük sóval és borssal, ha szükséges, és hagyjuk felforrni. Kész is a töltött káposzta..."
Gazdasági sütemények,"Tudom, hogy sokan vágynak valami édesre a böjtölés ideje alatt, ezért azt gondoltam, hogy egy gyors, böjti sütemény lenne a tökéletes. Úgy gondolom, ez a legjobb és legegyszerűbb sütemény recept. Még a hűtőbe sem kell tennünk a tésztát.","200 g liszt
50 g keményítő
1/2 csomag sütőpor
50 g olaj
80 ml víz/szója tej
80 g porcukor (én 40 g barna cukrot és 40 g porcukrot használtam)
1 teáskanál méz
1/2 teáskanál vanília illóolaj vagy bármilyen aroma, ami tetszik
1 csipet só
porcukor (opcionális) a díszítéshez","Nan

Nincs","Egy tálban keverjük össze az összes hozzávalót és dagasszunk egy nem ragadós tésztát. A munkalapon szórjunk lisztet és nyújtsuk ki a tésztát, hogy ne legyen túl vékony (kb. 5-10 mm vastagságú). Vágjuk ki a kívánt formájú süteményeket, majd helyezzük őket egy sütőpapírral bélelt tepsibe. Tegyük be a előmelegített sütőbe, kb. 10-12 percre, amíg a szélek kissé megpirulnak. Amikor kész, vegyük ki a sütőből és hagyjuk kihűlni, majd szórjuk porcukorral. Hogy maradjanak puhaak, tároljuk őket egy fedeles dobozban. Figyelmeztetlek, hogy azonnal eltűnnek az asztalról, és ha biztosak akartok lenni, hogy a második napon is meglesznek, akkor kétszeres adagot készítsetek."
Fasolakia (zöldbab görög leves),"Nan

Nan","1 kg friss zöld borsó
100 ml olívaolaj
2 reszelt hagyma
4 vágott fokhagyma
8 nagy vágott paradicsom
100 ml víz
só
bors
reszelt petrezselyem","Nan

Nincs","A babot megmosdik. Olívaolaj felmelegítésre és a vöröshagyma sütésre, közepes lángon pár percig. A babot és a fokhagymát hozzáadni és 1 percig pirítani. A paradicsomokat, a vizet, a sót és a borsot hozzáadni, majd a fedele alá tenni és alacsony lángon 1 óra 20 percig főzni. A petrezselymet hozzáadni és még nagy lángon 5 percig főzni."
Posta Saláta,"Egy finom, laktató saláta, amelynek még a böjti időszakra semmi köze.","5 krumpli
1 sárgarépa
1 db párolt petrezselyem
200 g zöldborsó
250 g savanyú uborka
200 g borsó bab
1 ek mustár
só
300 ml olaj","Nan

Nan","A krumpli, a sárgarépa és a petrezselyem megtisztítják, megmossák és főzik. A zöldborsó, ha fagyasztva van, főzzük. A babot, amelyet éjszakára meghagyunk, hogy megdagadjon (vagy néhány óra), főzzük. A sütőtököt vágjuk, és öntsük le. Miután főtt, a zöldségeket kockákra vágjuk és egy nagyobb edénybe tesszük. Tegyük bele a leszűrt sütőtököt, a zöldborsót. A főtt és lehűtött babot turmixoljuk. Adjunk hozzá mustárt, sót ízlés szerint és vékonyan cseppentsünk olajat, és folytassuk a keverést, amíg majonézt kapunk. Húzzunk el 3-4 evőkanál majonézt a díszítéshez, és a maradékot tegyük a zöldségekre, és keverjük össze. Jó étvágyat!"
Meleg zöldségsaláta,"Nan

Nincs","3 kg padlizsán
1 kg erős paprika/kaliforniai paprika
2 fehér répa
1-2 fej fokhagyma
só
olaj","1) Amikor kinyitunk egy konzervet, hozzáadhatunk avokádót, joghurtot és chia-t :D
2) Az ízek szerint lehet variálni a mennyiségeket.","Különválogassuk a zöldségeket (a táblán), kivéve a fokhagymát. Tisztítsuk meg a cukkinit, és tegyük egy szűrőbe, hogy lecsöpögjen. Az újhagymához távolítsuk el a héjat és a magokat, és vágjuk kis kockákra. Ugyanezt tegyük a póréhoz is. Turmixoljuk össze a cukkinit és a póréhoz, olajjal és sóval, adjunk hozzá fokhagymát szeletekben vagy törve, és turmixoljunk még egy kicsit. Adjuk hozzá a sült paprika kockákat, és keverjük össze egy kanállal. Töltsük be az üvegeket, öntsünk rá egy kis olajat, és ha szükséges, egy kis összetört aszpirint, csavarjuk be a kupakokat, sterilizáljuk kb. 20-30 percig, amikor a víz forrni kezd, és hagyjuk kicsit hűlni a takaró alatt. Jó étvágyat!"
Posta rizottóval töltött szarmák,"Szarmalele rizssel készítjük nemcsak a böjti időszakban. Kedveljük őket, és a agyagtálban készítve finomak.","1 és fél kanál rizs
3 hagyma
1 nagy sárgarépa
paradicsom paszta
őrölt bors
só
kapor
2 babérlevél
édes paprika fűszer
petrezselyem
olaj","Nan

Nincs","Válasszunk egész káposztaleveleket, és vágjuk el az erekét. A többi káposztát vágjuk apróra. Ha a káposzta túl sós, akkor nedvesítsük meg, hogy eltávolítsuk a sót. Egy lábasban hevítsük fel az olajat, adjuk hozzá a finomra vágott hagymát. Amikor áttetszővé válik, adjuk hozzá a reszelt sárgarépát. Pirítsuk együtt, majd adjuk hozzá a rizst és egy csésze vizet. Hagyjuk, hogy forrjon, amíg a víz el nem szívódik, és a rizs kicsit megpuhul. Ízesítsük borssal, sóval, kakukkfűvel, adjunk hozzá egy kis apróra vágott petrezselymet, és hagyjuk hűlni. Miután a rizs kihűlt, göngyöljük a szarmakat. Olajozzunk egy agyagtálat (ha nem sütőprémes, akkor legalább 30 percig tartsa vízben) és helyezzünk bele egy réteg apróra vágott káposztát, szórjuk meg kakukkfűvel és paprikával, majd tegyük bele a szarmak egy részét. Következzen egy újabb réteg káposzta, kakukkfű, paprika, káposztalevelek, szarmak és a maradék káposzta. Öntsünk rá annyi vizet, hogy alig érje el őket, tegyük a fedelet, és tegyük a sütőbe, közepes lángon (170 fok). Ne előmelegítsük, hanem hideg legyen, hogy az agyag ne repedjen. Körülbelül 2-3 óra elteltével, amikor időnként ellenőrizzük, (ez hosszú, de az íz megfelelő lesz), adjunk hozzá egy kevés vízzel hígított paradicsom-pasztát, és tegyük vissza a sütőbe legalább egy órára. Amikor majdnem készen vannak, hagyjuk a tálat fedele nélkül, hogy a káposzta szépen megpiruljon."
Mogyorós mákos-szilvalekváros sütemények,"Imádom a dió és a szilva lekvár keverékét, amiért ezeket a süteményeket készítettem. Ez egy másik változat a recept alapján.","200 g liszt
50 g darált dió
1/2 csomag sütőpor
50 g olaj
80 ml víz/szójatej
80 g porcukor
1/2 fél flakon vanília aroma
1 csipet só
prémium vagy bármilyen más lekvár (amit szeretnél)
porcukor (opcionális)","Nan

Nincs","Egy tálban keverjük össze az összes hozzávalót, a méz és a porcukor kivételével. Dagasszunk egy olyan tésztát, amely nem tapad a kezekhez. A megkenve asztalon nyújtsuk ki a tésztát kb. 5 mm vastagságúra, majd vágjuk ki a kívánt formákat. Én egyszerű, méz nélküli süteményeket is készítettem. Azokat, amiket mézzel töltöttem, különböző méretű formákkal vágtam, hogy a külsőn belül kivágott minta látszódjon. Ha mindet mézzel szeretnéd tölteni, akkor vágd fel a tésztát félbe, és az egyik feléből vágj ki teli formákat, a másik feléből pedig kivágott formákat. Nálam ez a teli és kivágott szív formák voltak. Egy sütőpapírral bélelt tepsit helyezzünk el, és rakjuk bele a süteményeket. Tegyük a megelőzőleg felmelegített sütőbe, közepes hőfokon kb. 10-12 percig, amíg a szélei enyhén megpirulnak. Vegyük ki a sütőből, hagyjuk kihűlni, majd töltsük meg a kívánt mézzel. Porcukorral megszórva tálaljuk. Zárható dobozban tároljuk."
Szilvás lekváros málnás kekszek,Egy ilyen egyszerű és finom vegetáriánus sütemény recept. Láttam azt.,"200 gramm cseresznye lekvár
80 milliliter olaj
80 gramm cukor
1 teáskanál sütőpor
350 gramm liszt
reszelt narancshéj
egy csipet só","Nan

Nincs","Egy tálba tegyünk baracklekvárt, cukrot és olajat. Jól keverjük egy villával. Adjuk hozzá a reszelt narancshéjat, a sót, a sütőport és keverjük bele. Őröljük a lisztet, és lassan kezdjük hozzáadni az eddigiekhez. Keverjük villával, és ha túl sűrű lesz, akkor kezdjük el kezet használni. Folyamatosan tegyünk hozzá lisztet, míg az összetevők homogének és nem tapadósak nem lesznek. Törd szét a tésztát, formázz gombócokat és lapítsd le őket. Helyezzük őket egy vajjal kikent sütőpapírral bélelt tepsibe. Tegyük be a melegített sütőbe, 180 fokra, 10-12 percre. Miután elkészült, vegyük ki a sütőből és hagyjuk kihűlni. 35 db lett belőle. Miután kihűlt, tegyük őket egy fém dobozba, vagy egy lábasba és jól zárjuk le, hogy ne száradjanak ki. Fogyaszthatjuk bármikor. Jó étvágyat!"
Cseresznyés-diós csomagok,"Nan

Nincs","800 g tészta sütemény
1 kis doboz szamóca
200 g darált dió","Nan

Nincs","Menjünk a sütőhöz. A korábban felengedett tésztát kinyújtjuk. Kockákat vágunk. A málnaszószt a dióval összekeverjük. A kockákra teszünk egy kis málnaszószt, és hajtogatjuk. Tepsibe tesszük, felső részét kis kockákra vágjuk, és közepes lángon sütjük, amíg megpirul. Hidegen porcukorral meghinthetjük. Jó étvágyat!"
Babos babos babérlevél.,Egy ízletes módja a borsó főzésének...,"500 g bab
150 ml olaj
4 hagyma
2 piros paprika
1 sárgarépa
2 gerezd fokhagyma
1 doboz piros kocka
1 evőkanál paradicsompüré
1 teáskanál kakukkfű
1 teáskanál édes paprika
2-3 szál szegfűbors
1 csokor petrezselyem","Nan

Nincs","A megmosott és megtisztított babot 12 órára áztatni kell. Öntsük le a vízét, öblítsük meg és forraljuk fel, amikor forrni kezd, cseréljük ki a vizet. Ismételjük meg háromszor. A második vízben hagyjuk a legtovább főni. Amikor megpuhult, szűrőn öntsük le. A kockára vágott hagymát olajon megpároljuk, majd hozzáadjuk a felszeletelt paprikát, és néhány perc múlva a karikára vágott sárgarépát. Öntsünk rá egy kevés vizet, és főzzük, amíg a zöldségek megpuhultak. Adjuk hozzá a felaprított fokhagymát, a kakukkfüvet, a borsot, a babérleveleket, a paradicsomot és a paradicsompürét, keverjük össze, öntsünk rá vizet, és főzzük tovább. Amikor a szósz kész, adjuk hozzá a megfőtt babot, és hagyjuk még néhány percig forralni. Ízesítsük sóval, borssal, és szórjuk meg apróra vágott petrezselyemmel."
Zöldségleves,Veganos posta leves,"1 hagyma
2 piros paprika
2 sárgarépa
3 evőkanál olaj
só és bors ízlés szerint
1 brokkoli
2 evőkanál paradicsomlé
friss petrezselyem és zeller levelek
3 liter tiszta víz","Nan

Nem","Megmosdunk a zöldségeket. A brokkoliból kiválasztjuk a rózsákat, és meglocsoljuk hideg vízzel. Olajat teszünk a lábosba, hozzáadjuk a felaprított hagymát, a kockázott paprikát és a karikázott sárgarépát. A zöldségeket pároljuk néhány percig, majd öntünk rá vizet. Fedő alatt főzzük kb. 20 percig. Hozzáadjuk a brokkolirózsákat, és még 10 percig főzzük, fedő nélkül. Kivesszük a tűzről, beletesszük a paradicsomot, még két-három percig főzzük, és a végén meghintjük reszelt petrezselyemmel. Jó étvágyat!"
Babfőzelék bab,"Ha Románia napja van, akkor egy hagyományos, román ételre van szükség, és a babfőzelék csilánnal az első választás.","500 gramm fehér bab, nagy babokkal
2 sárgarépa
1 petrezselyemgyökér
1 zellergyökér
4 szárított hagyma
50 gramm paradicsomlé
50 ml napraforgóolaj
szárított kakukkfű
só
édes füstölt paprika
csípős füstölt paprika","Nan

Nincs","A babot megmostuk, majd hideg vízben áztattuk éjszakára. Másnap leszűrtük a vizet, újat öntöttünk hozzá, só és szódabikarbóna egy csipetnyi mennyiségben adagoltuk, és főzésre bíztuk. A zöldségeket megtisztítottuk és megmostuk. A bab főzésére használt edénybe egy répát, egy petrezselyemgyökeret, egy zellergumót és egy nagy vöröshagymát tettünk. Főzésig főztük. A babot és a zöldségeket is ellenőriztük, ha majdnem kész, akkor félrehúztuk. A maradék répát reszeltük, a hagymákat apróra vágtuk. Egy nagy serpenyőt felhevítettünk, olajat öntöttünk bele. A zöldségeket beletesztük, kicsit megpirítottuk, majd egy csipet sót, fűszerpaprikát és édes-csípőset adagoltunk, és a bab főzőléből kb. 500 ml-t öntöttünk bele. Egy fakanállal összekevertük. A babot leszűrtük, a nagy serpenyőbe tettük, és óvatosan összekevertük. Egy kis kakukkfüvet, még egy csipet olajat adagoltunk, és ízlés szerint sóztuk. A lábasba tettük, előzőleg nem melegített sütőbe tettük, alacsony lángon 1,5-2 órán keresztül főztük, amíg a szükséges sűrűségűre főződött. Nem tudom leírni, hogy milyen finom ilyenkor, alacsony lángon, sütőben, de különösen a lábasban. Meleg kukoricadara és savanyúságokkal tálaljuk. Hasznos legyen!"
Csokoládékrémes sütemény torta karamellizált dióval - vegetáriánus,"Egy egyszerű, de hatásos torta! Mivel tegnap volt Szent András napja, nem tudtam megúszni anélkül, hogy ne mutassak be egy tortát, ugye? :) Ma meghívlak, virtuálisan, egy szelet tortára. Postai volt, hogy mindenki ehetse.","Összesen 32 süteményt készíthetünk Petit Beurre-ből (figyeljünk arra, hogy a hozzávalók között ne legyen vaj, ha böjtölünk).

750 ml szójatej kakaóval
6 evőkanál keményítő
6 evőkanál nagy cukor + 1 evőkanál vaníliás porcukor
3 evőkanál kakaó (ha nincs szójatej kakaóval, akkor 4 evőkanál kakaót kell használni)
1 fiola rumaroma
kb. 50-60 g pirított dió
5-6 evőkanál cukor a karamellizáláshoz","Nan

Nincs","Egy tálba keverjük össze a lisztet a 6 evőkanál porcukor + 1 evőkanál kristálycukorral és a kakaóporral. Fokozatosan adjuk hozzá a tejet és keverjük jól, hogy ne legyenek csomók. Helyezzük a tálat kis lángra, és keverjük egy villával, amíg a massza meg nem sűrűsödik. Végül adjuk hozzá a rumaromát. Befedjük a krémet egy alufóliával, hogy ne képződjön rajta korpa. Hagyjuk kihűlni. Közben, egy serpenyőbe tegyük a diót (nem kell megkenni semmivel) és pirítsuk meg közepes lángon néhány percig. Hagyjuk kihűlni. Másik tálban tegyük bele a cukrot (az 5-6 evőkanál karamellizáláshoz) és hagyjuk karamellizálni, míg aranybarna színű nem lesz. Mikor a cukor teljesen megolvadt és karamellizálódott, adjuk hozzá a diót és keverjük össze. Öntsük a karamellizált diót egy sütőpapírra és hagyjuk kihűlni. Összerakás: Töltsük meg a kekszeket a kihűlt csokoládékrémmel. Először készítsünk egy 4-5 keksz körből álló tornyot, majd fordítsuk meg a tányéron és ragasszuk össze a kekszeket a krémmel. Ahhoz, hogy a torta képmegegyezzen a képpel, a kekszeket merőlegesen kell elhelyezni a tányéron. Miután befejeztük a kekszek ragasztását, borítsuk a tortát egy krémréteggel. Végül szórjuk rá a karamellizált diót. Én egy zacskóba tettem a karamellizált diót és összetörtem egy villával. A krémből nekem két torta lett. Egy kb. 24 kekszes és egy mini torta 8 kekszből. Hűtőbe tesszük néhány órára, hogy a kekszek megpuhuljanak, majd vágjuk. Figyeljünk arra, hogy oblíciósan vágjuk, hogy a képmegegyezzen."
"Tökpogácsa, tök, mogyoró és dió","Sikerült végre sikerrel elkészíteni a tökös palacsintát a családunkban. Nah, most hogy elolvasták az összes hozzávalót, talán néhány megjegyzésre számíthatok, de biztosíthatom, hogy teljesen elfogyott ;)","Jó napot!

Jó napot!","Nan

Nincs","A tök és a cukkini reszeltet rakunk egy edénybe, dupla aljú edénybe, és együtt főzzük. Hozzáadjuk a cukrot, a vaníliás cukrot, a fahéjat és a citromhéjat, és alacsony lángon kb. 15 percig főzzük. Közben kenünk 3 tésztát olajjal, ráhelyezzük a tök és cukkini tölteléket, feltekerjük, 4 tekercset kapunk, amelyeket olajjal kenünk és egy hőálló, kör alakú formába helyezzük. A feltekerteket töltelékre ráhelyezzük, mandula- és diódarabokkal megszórjuk. A tésztát egy felaprított tésztával fedjük, majd barna cukorral és vaníliás fahéjjal megszórjuk, és előmelegített sütőben kb. 40 percig 200 fokon sütjük. A kész süteményt porcukorral meghintjük és melegen vagy hidegen szolgáljuk fel, mindenki ízlésének megfelelően. Jó étvágyat!"
